bet_type,tie_rule,open_time,close_time,p1_dg_id,p2_dg_id,p3_dg_id,p1_player_name,p2_player_name,p3_player_name,p1_open,p1_close,p2_open,p2_close,p3_open,p3_close,p1_outcome,p2_outcome,p3_outcome,p1_outcome_text,p2_outcome_text,p3_outcome_text,book,event_completed,event_name,season,year,event_id,odds,round_num,tour_p1,dg_id_p1,fin_text_p1,course_name_p1,course_num_p1,course_par_p1,start_hole_p1,teetime_p1,round_score_p1,sg_putt_p1,sg_arg_p1,sg_app_p1,sg_ott_p1,sg_t2g_p1,sg_total_p1,driving_dist_p1,driving_acc_p1,gir_p1,scrambling_p1,prox_rgh_p1,prox_fw_p1,great_shots_p1,poor_shots_p1,eagles_or_better_p1,birdies_p1,pars_p1,bogies_p1,doubles_or_worse_p1,dg_id_p2,fin_text_p2,teetime_p2,round_score_p2,sg_putt_p2,sg_arg_p2,sg_app_p2,sg_ott_p2,sg_t2g_p2,sg_total_p2,driving_dist_p2,driving_acc_p2,gir_p2,scrambling_p2,prox_rgh_p2,prox_fw_p2,great_shots_p2,poor_shots_p2,eagles_or_better_p2,birdies_p2,pars_p2,bogies_p2,doubles_or_worse_p2,dg_id_p3,fin_text_p3,teetime_p3,round_score_p3,sg_putt_p3,sg_arg_p3,sg_app_p3,sg_ott_p3,sg_t2g_p3,sg_total_p3,driving_dist_p3,driving_acc_p3,gir_p3,scrambling_p3,prox_rgh_p3,prox_fw_p3,great_shots_p3,poor_shots_p3,eagles_or_better_p3,birdies_p3,pars_p3,bogies_p3,doubles_or_worse_p3,wx_lat,wx_lon,wx_date_from_close,wx_teetime,wx_temp,wx_feelslike,wx_humidity,wx_dew,wx_precip,wx_precipprob,wx_preciptype,wx_windspeed,wx_windgust,wx_winddir,wx_pressure,wx_visibility,wx_cloudcover,wx_conditions,wx_icon,wx_datetime_hour,wx_datetimeEpoch
R2 3-Ball,Ties settled by dead-heat rules,24JUL25:21:30:00,25JUL25:07:30:00,12423.0,18103.0,25157.0,"kirk, chris","bezuidenhout, chri","hodges, lee",2.9,2.9,2.6,2.6,2.6,2.6,0.0,1.0,0.0,loss,win,loss,draftkings,2025-07-27,3M Open,2025,2025,525,,2.0,pga,12423.0,T14,TPC Twin Cities,883.0,71.0,10.0,7:51:00.000,67.0,-0.409,1.65,0.753,0.128,2.531,2.123,292.1,0.571,0.833,1.0,78.789,27.701,4.0,2.0,0.0,5.0,12.0,1.0,0.0,18103.0,T20,7:51:00.000,66.0,0.632,0.587,1.319,0.584,2.49,3.123,283.0,0.786,0.778,1.0,46.887,21.595,5.0,4.0,0.0,6.0,11.0,1.0,0.0,25157.0,CUT,7:51:00.000,70.0,0.464,0.142,-0.22,-1.264,-1.342,-0.877,293.6,0.571,0.611,1.0,31.229,26.388,4.0,5.0,0.0,4.0,12.0,1.0,1.0,45.1772759150365,-93.21330371989598,2025-07-25,07:51:00,71.4,71.4,98.7,71.1,0.0,0.0,,0.0,8.3,1.0,1018.2,3.1,0.2,Clear,clear-day,08:00:00,1753448400.0
R2 3-Ball,Ties settled by dead-heat rules,24JUL25:21:30:00,25JUL25:09:30:00,12577.0,27364.0,28270.0,"woodland, gary","thompson, davis","dunlap, nick",2.5,2.5,2.05,2.05,4.5,4.5,1.0,0.0,0.0,win,loss,loss,draftkings,2025-07-27,3M Open,2025,2025,525,,2.0,pga,12577.0,T20,TPC Twin Cities,883.0,71.0,1.0,13:16:00.000,68.0,-0.695,-0.319,1.29,0.846,1.817,1.123,294.1,0.714,0.833,0.75,49.323,22.905,2.0,1.0,0.0,5.0,11.0,2.0,0.0,27364.0,CUT,13:16:00.000,71.0,-1.1,0.043,-1.923,1.102,-0.778,-1.877,293.4,0.643,0.722,0.6,58.931,26.416,1.0,4.0,0.0,1.0,16.0,1.0,0.0,28270.0,CUT,13:16:00.000,70.0,-3.519,0.702,2.409,-0.47,2.641,-0.877,294.6,0.5,0.778,0.8,37.293,25.085,2.0,4.0,0.0,3.0,13.0,2.0,0.0,45.1772759150365,-93.21330371989598,2025-07-25,13:16:00,83.0,84.5,53.12,64.2,0.0,0.0,,6.6,15.7,140.0,1016.6,5.4,2.6,Clear,clear-day,13:00:00,1753466400.0
R2 3-Ball,Ties settled by dead-heat rules,24JUL25:21:30:00,25JUL25:07:30:00,13412.0,14704.0,18424.0,"olesen, thorbjorn","putnam, andrew","roy, kevin",2.65,2.65,2.75,2.75,2.65,2.65,1.0,0.0,0.0,win,loss,loss,draftkings,2025-07-27,3M Open,2025,2025,525,,2.0,pga,13412.0,T14,TPC Twin Cities,883.0,71.0,10.0,6:45:00.000,66.0,0.173,0.639,4.304,-1.994,2.949,3.123,292.1,0.643,0.833,0.667,21.064,23.013,4.0,4.0,0.0,8.0,8.0,1.0,1.0,14704.0,CUT,6:45:00.000,68.0,0.173,0.352,1.321,-0.724,0.949,1.123,272.1,0.643,0.778,0.6,44.773,33.697,1.0,1.0,0.0,4.0,13.0,1.0,0.0,18424.0,T28,6:45:00.000,68.0,-0.018,0.199,0.569,0.372,1.14,1.123,291.1,0.643,0.778,0.333,42.25,27.107,2.0,3.0,0.0,7.0,7.0,4.0,0.0,45.1772759150365,-93.21330371989598,2025-07-25,06:45:00,64.4,64.4,99.67,64.3,0.0,0.0,,0.0,5.6,0.0,1017.9,2.5,0.0,Clear,clear-day,07:00:00,1753444800.0
R2 3-Ball,Ties settled by dead-heat rules,24JUL25:21:30:00,25JUL25:09:30:00,12909.0,13470.0,21944.0,"campos, rafael","kizzire, patton","moore, taylor",3.75,3.8,2.95,3.0,1.95,1.95,0.0,0.0,1.0,loss,loss,win,draftkings,2025-07-27,3M Open,2025,2025,525,,2.0,pga,12909.0,CUT,TPC Twin Cities,883.0,71.0,10.0,13:16:00.000,75.0,-1.287,-1.52,-1.596,-1.475,-4.591,-5.877,293.9,0.5,0.556,0.333,71.045,33.147,5.0,9.0,0.0,3.0,9.0,5.0,1.0,13470.0,CUT,13:16:00.000,70.0,-0.172,-0.402,0.207,-0.511,-0.706,-0.877,289.3,0.5,0.833,0.333,54.154,28.605,3.0,2.0,0.0,4.0,11.0,3.0,0.0,21944.0,T14,13:16:00.000,67.0,-0.53,1.074,0.812,0.766,2.652,2.123,304.3,0.857,0.722,0.8,15.464,26.152,5.0,4.0,0.0,6.0,10.0,2.0,0.0,45.1772759150365,-93.21330371989598,2025-07-25,13:16:00,83.0,84.5,53.12,64.2,0.0,0.0,,6.6,15.7,140.0,1016.6,5.4,2.6,Clear,clear-day,13:00:00,1753466400.0
R2 3-Ball,Ties settled by dead-heat rules,24JUL25:21:30:00,25JUL25:09:30:00,14007.0,16395.0,29433.0,"martin, ben","kohles, ben","bridgeman, jacob",3.3,3.15,2.8,2.7,2.25,2.35,0.0,0.0,1.0,loss,loss,win,draftkings,2025-07-27,3M Open,2025,2025,525,,2.0,pga,14007.0,CUT,TPC Twin Cities,883.0,71.0,10.0,13:49:00.000,68.0,1.22,0.102,-0.225,0.025,-0.098,1.123,282.6,0.714,0.667,0.667,67.588,27.14,3.0,3.0,0.0,6.0,9.0,3.0,0.0,16395.0,T20,13:49:00.000,69.0,-3.326,1.438,0.673,1.337,3.448,0.123,295.0,0.786,0.722,0.625,4.601,36.028,5.0,7.0,1.0,4.0,9.0,4.0,0.0,29433.0,CUT,13:49:00.000,67.0,0.886,-0.578,1.215,0.599,1.236,2.123,299.7,0.714,0.833,0.75,18.75,27.584,3.0,3.0,0.0,6.0,10.0,2.0,0.0,45.1772759150365,-93.21330371989598,2025-07-25,13:49:00,84.0,85.5,51.69,64.4,0.0,0.0,,6.0,15.2,131.0,1016.8,5.0,6.1,Clear,clear-day,14:00:00,1753470000.0
R2 3-Ball,Ties settled by dead-heat rules,24JUL25:21:30:00,25JUL25:09:30:00,13997.0,15575.0,21891.0,"svensson, adam","hoge, tom","kitayama, kurt",3.4,3.4,3.0,3.0,2.1,2.1,0.0,0.0,1.0,loss,loss,win,draftkings,2025-07-27,3M Open,2025,2025,525,,2.0,pga,13997.0,T14,TPC Twin Cities,883.0,71.0,10.0,12:54:00.000,75.0,-2.919,-0.482,2.377,-4.854,-2.959,-5.877,278.8,0.429,0.611,0.667,64.951,17.771,5.0,7.0,0.0,1.0,13.0,3.0,1.0,15575.0,CUT,12:54:00.000,78.0,-5.844,-1.626,-0.437,-0.971,-3.034,-8.877,301.1,0.5,0.5,0.455,46.13,30.473,3.0,12.0,0.0,3.0,9.0,2.0,4.0,21891.0,1,12:54:00.000,71.0,-0.265,-0.374,0.013,-1.252,-1.613,-1.877,306.0,0.357,0.778,0.333,37.552,27.322,5.0,8.0,0.0,5.0,8.0,5.0,0.0,45.1772759150365,-93.21330371989598,2025-07-25,12:54:00,83.0,84.5,53.12,64.2,0.0,0.0,,6.6,15.7,140.0,1016.6,5.4,2.6,Clear,clear-day,13:00:00,1753466400.0
R2 3-Ball,Ties settled by dead-heat rules,24JUL25:21:30:00,25JUL25:07:30:00,13508.0,15310.0,19483.0,"vegas, jhonattan","li, haotong","burns, sam",3.1,3.1,3.2,3.2,2.15,2.15,0.0,0.0,1.0,loss,loss,win,draftkings,2025-07-27,3M Open,2025,2025,525,,2.0,pga,13508.0,T44,TPC Twin Cities,883.0,71.0,10.0,7:29:00.000,69.0,-0.013,1.083,-1.486,0.538,0.135,0.123,298.2,0.571,0.722,0.833,40.835,33.166,1.0,2.0,0.0,3.0,14.0,1.0,0.0,15310.0,CUT,7:29:00.000,68.0,0.487,1.057,-1.202,0.78,0.635,1.123,295.1,0.857,0.722,0.833,35.962,29.152,5.0,5.0,0.0,6.0,9.0,3.0,0.0,19483.0,T61,7:29:00.000,64.0,0.573,1.38,2.746,0.423,4.549,5.123,295.3,0.714,0.833,0.75,7.7,25.123,8.0,5.0,0.0,8.0,9.0,1.0,0.0,45.1772759150365,-93.21330371989598,2025-07-25,07:29:00,64.4,64.4,99.67,64.3,0.0,0.0,,0.0,5.6,0.0,1017.9,2.5,0.0,Clear,clear-day,07:00:00,1753444800.0
R2 3-Ball,Ties settled by dead-heat rules,24JUL25:21:30:00,25JUL25:07:30:00,10873.0,16333.0,25363.0,"skinns, david","hubbard, mark","buckley, hayden",2.7,2.7,2.3,2.3,3.3,3.3,0.0,1.0,0.0,loss,win,loss,draftkings,2025-07-27,3M Open,2025,2025,525,,2.0,pga,10873.0,T57,TPC Twin Cities,883.0,71.0,10.0,7:07:00.000,70.0,-3.13,-0.212,1.661,0.803,2.252,-0.877,289.3,0.786,0.889,0.0,57.917,25.697,2.0,4.0,1.0,2.0,12.0,3.0,0.0,16333.0,T61,7:07:00.000,68.0,0.054,-0.249,2.15,-0.833,1.068,1.123,286.7,0.714,0.833,0.5,29.723,26.439,2.0,3.0,0.0,5.0,11.0,2.0,0.0,25363.0,CUT,7:07:00.000,72.0,0.02,0.292,-0.917,-2.273,-2.898,-2.877,290.4,0.429,0.667,0.857,65.658,25.802,0.0,4.0,0.0,3.0,11.0,4.0,0.0,45.1772759150365,-93.21330371989598,2025-07-25,07:07:00,64.4,64.4,99.67,64.3,0.0,0.0,,0.0,5.6,0.0,1017.9,2.5,0.0,Clear,clear-day,07:00:00,1753444800.0
R1 Match-,Bets are void in event of tie,22JUL25:14:30:00,24JUL25:06:30:00,18634.0,23465.0,,"mcnealy, maverick","greyserman, max",,1.77,1.77,2.0,2.0,,,0.0,1.0,,loss,win,,draftkings,2025-07-27,3M Open,2025,2025,525,,1.0,pga,18634.0,CUT,TPC Twin Cities,883.0,71.0,10.0,7:18:00.000,71.0,-0.248,-0.386,-0.46,-1.009,-1.855,-2.103,289.2,0.571,0.556,0.5,79.598,28.75,4.0,6.0,1.0,2.0,11.0,4.0,0.0,23465.0,CUT,7:07:00.000,69.0,-0.598,2.729,-2.536,0.302,0.495,-0.103,303.3,0.571,0.556,0.778,69.023,24.176,4.0,3.0,0.0,5.0,11.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,45.1772759150365,-93.21330371989598,2025-07-24,07:18:00,69.8,69.8,99.67,69.7,0.005,100.0,rain,0.5,10.1,358.0,1014.5,9.9,45.7,"Rain, Partially cloudy",rain,07:00:00,1753358400.0
R1 Match-,Bets are void in event of tie,22JUL25:14:30:00,24JUL25:06:30:00,19396.0,20706.0,,"knapp, jake","wallace, matt",,1.77,1.77,2.0,2.0,,,1.0,0.0,,win,loss,,draftkings,2025-07-27,3M Open,2025,2025,525,,1.0,pga,19396.0,T3,TPC Twin Cities,883.0,71.0,1.0,13:05:00.000,64.0,0.071,-0.151,2.45,2.527,4.826,4.897,311.8,0.786,0.944,0.667,17.048,22.288,5.0,0.0,1.0,5.0,12.0,0.0,0.0,20706.0,T3,12:43:00.000,65.0,0.546,0.648,2.321,0.382,3.351,3.897,299.9,0.571,0.833,0.6,15.815,25.595,6.0,2.0,1.0,5.0,11.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,45.1772759150365,-93.21330371989598,2025-07-24,13:05:00,80.0,82.4,65.0,67.2,0.0,0.0,,7.4,18.3,325.0,1015.2,9.9,62.2,Partially cloudy,partly-cloudy-day,13:00:00,1753380000.0
R1 Match-,Bets are void in event of tie,22JUL25:14:30:00,24JUL25:06:30:00,19483.0,23604.0,,"burns, sam","clark, wyndham",,1.77,1.77,2.0,2.0,,,0.0,1.0,,loss,win,,draftkings,2025-07-27,3M Open,2025,2025,525,,1.0,pga,19483.0,T61,TPC Twin Cities,883.0,71.0,1.0,12:54:00.000,71.0,-1.257,0.794,-2.682,1.042,-0.846,-2.103,296.2,0.714,0.667,0.667,115.555,24.113,3.0,3.0,0.0,2.0,14.0,2.0,0.0,23604.0,T12,12:43:00.000,67.0,-0.609,1.512,1.204,-0.21,2.506,1.897,295.1,0.643,0.722,0.833,40.515,24.377,5.0,4.0,0.0,7.0,9.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,45.1772759150365,-93.21330371989598,2025-07-24,12:54:00,80.0,82.4,65.0,67.2,0.0,0.0,,7.4,18.3,325.0,1015.2,9.9,62.2,Partially cloudy,partly-cloudy-day,13:00:00,1753380000.0
R1 Match-,Bets are void in event of tie,22JUL25:14:30:00,24JUL25:06:30:00,23542.0,25908.0,,"champ, cameron","whaley, vince",,1.87,1.91,1.91,1.87,,,0.0,1.0,,loss,win,,draftkings,2025-07-27,3M Open,2025,2025,525,,1.0,pga,23542.0,T28,TPC Twin Cities,883.0,71.0,10.0,6:56:00.000,69.0,-1.399,0.133,-0.195,1.358,1.296,-0.103,304.5,0.714,0.722,0.667,37.838,25.346,5.0,3.0,1.0,2.0,13.0,2.0,0.0,25908.0,T57,6:45:00.000,67.0,0.023,-0.942,2.171,0.645,1.874,1.897,296.1,0.571,0.833,0.6,16.283,29.591,3.0,2.0,1.0,4.0,12.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,45.1772759150365,-93.21330371989598,2025-07-24,06:56:00,69.8,69.8,99.67,69.7,0.005,100.0,rain,0.5,10.1,358.0,1014.5,9.9,45.7,"Rain, Partially cloudy",rain,07:00:00,1753358400.0
R1 Match-,Bets are void in event of tie,22JUL25:14:30:00,24JUL25:06:30:00,26096.0,27774.0,,"bhatia, akshay","gotterup, chris",,2.1,2.1,1.71,1.71,,,0.0,1.0,,loss,win,,draftkings,2025-07-27,3M Open,2025,2025,525,,1.0,pga,26096.0,T25,TPC Twin Cities,883.0,71.0,1.0,13:05:00.000,66.0,1.684,0.007,-0.13,1.336,1.213,2.897,298.2,0.786,0.722,0.857,33.26,27.516,4.0,3.0,0.0,7.0,9.0,2.0,0.0,27774.0,T10,12:43:00.000,63.0,2.278,0.475,3.289,-0.145,3.619,5.897,301.8,0.5,0.722,1.0,31.587,21.391,8.0,2.0,1.0,6.0,11.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,45.1772759150365,-93.21330371989598,2025-07-24,13:05:00,80.0,82.4,65.0,67.2,0.0,0.0,,7.4,18.3,325.0,1015.2,9.9,62.2,Partially cloudy,partly-cloudy-day,13:00:00,1753380000.0
R1 Match-,Bets are void in event of tie,22JUL25:14:30:00,24JUL25:06:30:00,6430.0,23504.0,,"scott, adam","hoey, rico",,1.83,1.83,1.95,1.95,,,0.0,1.0,,loss,win,,draftkings,2025-07-27,3M Open,2025,2025,525,,1.0,pga,6430.0,T53,TPC Twin Cities,883.0,71.0,1.0,12:43:00.000,69.0,-1.63,-0.825,0.728,1.624,1.527,-0.103,298.7,0.857,0.722,0.714,42.668,19.686,4.0,3.0,0.0,3.0,14.0,1.0,0.0,23504.0,T57,12:10:00.000,68.0,-1.912,-0.716,2.166,1.359,2.809,0.897,290.4,0.786,0.944,0.5,32.533,20.138,3.0,4.0,0.0,4.0,13.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,45.1772759150365,-93.21330371989598,2025-07-24,12:43:00,80.0,82.4,65.0,67.2,0.0,0.0,,7.4,18.3,325.0,1015.2,9.9,62.2,Partially cloudy,partly-cloudy-day,13:00:00,1753380000.0
R1 Match-,Bets are void in event of tie,22JUL25:14:30:00,24JUL25:06:30:00,17488.0,27364.0,,"im, sungjae","thompson, davis",,1.91,1.91,1.87,1.87,,,0.0,1.0,,loss,win,,draftkings,2025-07-27,3M Open,2025,2025,525,,1.0,pga,17488.0,CUT,TPC Twin Cities,883.0,71.0,10.0,7:40:00.000,71.0,-2.162,1.264,-1.896,0.691,0.059,-2.103,286.4,0.786,0.611,0.571,45.945,27.224,2.0,8.0,0.0,3.0,12.0,3.0,0.0,27364.0,CUT,7:51:00.000,69.0,0.251,-1.207,0.478,0.375,-0.354,-0.103,287.8,0.857,0.722,0.5,64.447,24.092,4.0,3.0,1.0,3.0,11.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,45.1772759150365,-93.21330371989598,2025-07-24,07:40:00,71.4,71.4,92.25,69.1,0.0,0.0,,7.3,12.1,344.0,1014.1,9.9,87.9,Partially cloudy,partly-cloudy-day,08:00:00,1753362000.0
R1 Match-,Bets are void in event of tie,22JUL25:14:30:00,24JUL25:06:30:00,18474.0,25569.0,,"smalley, alex","stevens, sam",,1.87,1.87,1.91,1.91,,,0.0,1.0,,loss,win,,draftkings,2025-07-27,3M Open,2025,2025,525,,1.0,pga,18474.0,T44,TPC Twin Cities,883.0,71.0,1.0,8:13:00.000,71.0,-0.757,-0.408,0.196,-1.134,-1.346,-2.103,292.5,0.5,0.556,0.889,30.722,32.933,4.0,7.0,0.0,3.0,14.0,0.0,1.0,25569.0,2,7:07:00.000,62.0,1.91,3.091,-0.217,2.113,4.987,6.897,299.7,0.857,0.833,1.0,38.347,29.816,7.0,4.0,0.0,10.0,7.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,45.1772759150365,-93.21330371989598,2025-07-24,08:13:00,71.4,71.4,92.25,69.1,0.0,0.0,,7.3,12.1,344.0,1014.1,9.9,87.9,Partially cloudy,partly-cloudy-day,08:00:00,1753362000.0
R1 Match-,Bets are void in event of tie,22JUL25:14:30:00,24JUL25:06:30:00,17365.0,18103.0,,"mitchell, keith","bezuidenhout, chri",,1.87,1.87,1.91,1.91,,,1.0,0.0,,win,loss,,draftkings,2025-07-27,3M Open,2025,2025,525,,1.0,pga,17365.0,CUT,TPC Twin Cities,883.0,71.0,1.0,12:21:00.000,68.0,-0.762,-1.09,2.531,0.218,1.659,0.897,304.8,0.643,0.833,0.333,16.909,22.944,3.0,5.0,0.0,6.0,9.0,3.0,0.0,18103.0,T20,13:16:00.000,71.0,1.732,-0.724,-2.561,-0.55,-3.835,-2.103,269.6,0.714,0.611,0.6,125.341,25.651,5.0,3.0,0.0,5.0,9.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,45.1772759150365,-93.21330371989598,2025-07-24,12:21:00,77.6,77.6,70.03,67.1,0.0,0.0,,5.8,14.5,351.0,1015.2,9.9,89.0,Partially cloudy,partly-cloudy-day,12:00:00,1753376400.0
R1 Match-,Bets are void in event of tie,22JUL25:14:30:00,24JUL25:06:30:00,15676.0,21944.0,,"norgaard, niklas","moore, taylor",,1.87,1.87,1.91,1.91,,,0.5,0.5,,void,void,,draftkings,2025-07-27,3M Open,2025,2025,525,,1.0,pga,15676.0,T68,TPC Twin Cities,883.0,71.0,1.0,8:57:00.000,66.0,0.886,-0.873,1.495,1.389,2.011,2.897,308.0,0.571,0.889,0.0,16.18,25.747,7.0,2.0,1.0,5.0,10.0,2.0,0.0,21944.0,T14,7:51:00.000,66.0,-0.194,1.351,0.85,0.89,3.091,2.897,293.1,0.714,0.667,0.75,93.202,26.783,6.0,3.0,1.0,4.0,12.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,45.1772759150365,-93.21330371989598,2025-07-24,08:57:00,71.4,71.4,88.91,68.0,0.0,0.0,,6.6,13.2,26.0,1014.5,9.9,92.4,Overcast,cloudy,09:00:00,1753365600.0
R1 Match-,Bets are void in event of tie,22JUL25:14:30:00,24JUL25:06:30:00,15470.0,26850.0,,"hossler, beau","svensson, jesper",,1.87,1.87,1.91,1.91,,,0.0,1.0,,loss,win,,draftkings,2025-07-27,3M Open,2025,2025,525,,1.0,pga,15470.0,CUT,TPC Twin Cities,883.0,71.0,10.0,7:07:00.000,74.0,-2.658,0.022,-0.677,-1.79,-2.445,-5.103,292.5,0.643,0.667,0.429,50.642,30.436,2.0,7.0,0.0,3.0,10.0,4.0,1.0,26850.0,T14,8:35:00.000,66.0,0.256,0.075,3.375,-0.809,2.641,2.897,303.9,0.571,0.944,1.0,29.999,18.416,4.0,2.0,0.0,7.0,10.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,45.1772759150365,-93.21330371989598,2025-07-24,07:07:00,69.8,69.8,99.67,69.7,0.005,100.0,rain,0.5,10.1,358.0,1014.5,9.9,45.7,"Rain, Partially cloudy",rain,07:00:00,1753358400.0
R1 Match-,Bets are void in event of tie,22JUL25:14:30:00,24JUL25:06:30:00,15310.0,28309.0,,"li, haotong","coody, pierceson",,1.87,1.87,1.91,1.91,,,0.0,1.0,,loss,win,,draftkings,2025-07-27,3M Open,2025,2025,525,,1.0,pga,15310.0,CUT,TPC Twin Cities,883.0,71.0,1.0,12:54:00.000,70.0,2.327,-0.04,-2.704,-0.686,-3.43,-1.103,290.6,0.571,0.722,0.75,48.512,23.174,4.0,6.0,0.0,5.0,11.0,1.0,1.0,28309.0,T3,13:49:00.000,65.0,0.596,0.451,1.021,1.829,3.301,3.897,305.2,0.714,0.944,0.5,127.489,17.377,8.0,1.0,0.0,7.0,10.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,45.1772759150365,-93.21330371989598,2025-07-24,12:54:00,80.0,82.4,65.0,67.2,0.0,0.0,,7.4,18.3,325.0,1015.2,9.9,62.2,Partially cloudy,partly-cloudy-day,13:00:00,1753380000.0
R1 Match-,Bets are void in event of tie,22JUL25:14:30:00,24JUL25:06:30:00,14609.0,17780.0,,"kim, si woo","pendrith, taylor",,1.87,1.87,1.91,1.91,,,0.0,1.0,,loss,win,,draftkings,2025-07-27,3M Open,2025,2025,525,,1.0,pga,14609.0,CUT,TPC Twin Cities,883.0,71.0,10.0,8:02:00.000,70.0,-0.213,0.639,-0.836,-0.693,-0.89,-1.103,286.5,0.714,0.611,0.857,79.151,21.667,3.0,9.0,0.0,4.0,11.0,3.0,0.0,17780.0,T68,7:29:00.000,68.0,-0.479,-1.094,1.15,1.32,1.376,0.897,298.8,0.714,0.778,0.5,32.908,24.282,3.0,5.0,0.0,5.0,11.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,45.1772759150365,-93.21330371989598,2025-07-24,08:02:00,71.4,71.4,92.25,69.1,0.0,0.0,,7.3,12.1,344.0,1014.1,9.9,87.9,Partially cloudy,partly-cloudy-day,08:00:00,1753362000.0
R1 Match-,Bets are void in event of tie,22JUL25:14:30:00,24JUL25:06:30:00,11676.0,21891.0,,"finau, tony","kitayama, kurt",,1.87,1.87,1.91,1.91,,,0.0,1.0,,loss,win,,draftkings,2025-07-27,3M Open,2025,2025,525,,1.0,pga,11676.0,CUT,TPC Twin Cities,883.0,71.0,10.0,7:29:00.000,69.0,-0.996,0.645,-0.743,0.991,0.893,-0.103,289.3,0.786,0.833,0.8,32.84,29.893,3.0,2.0,0.0,3.0,14.0,1.0,0.0,21891.0,1,7:29:00.000,65.0,0.398,0.183,1.628,1.688,3.499,3.897,298.9,0.857,0.778,0.714,20.821,22.012,6.0,3.0,0.0,7.0,10.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,45.1772759150365,-93.21330371989598,2025-07-24,07:29:00,69.8,69.8,99.67,69.7,0.005,100.0,rain,0.5,10.1,358.0,1014.5,9.9,45.7,"Rain, Partially cloudy",rain,07:00:00,1753358400.0
R1 Match-,Bets are void in event of tie,22JUL25:14:30:00,24JUL25:06:30:00,12808.0,17538.0,,"grillo, emiliano","homa, max",,1.87,1.87,1.91,1.91,,,1.0,0.0,,win,loss,,draftkings,2025-07-27,3M Open,2025,2025,525,,1.0,pga,12808.0,T20,TPC Twin Cities,883.0,71.0,1.0,8:02:00.000,65.0,-1.419,0.405,3.874,1.037,5.316,3.897,286.1,0.786,0.889,0.75,32.63,17.394,5.0,3.0,0.0,6.0,12.0,0.0,0.0,17538.0,T39,7:18:00.000,66.0,-0.879,0.035,2.225,1.516,3.776,2.897,296.2,0.786,1.0,0.0,28.888,22.744,3.0,2.0,0.0,5.0,13.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,45.1772759150365,-93.21330371989598,2025-07-24,08:02:00,71.4,71.4,92.25,69.1,0.0,0.0,,7.3,12.1,344.0,1014.1,9.9,87.9,Partially cloudy,partly-cloudy-day,08:00:00,1753362000.0
